left.context	keyword	right.context	annotator	annotator2
indigenous issues. '' Am I being harsh? No. The situation is	really bad	. '' Brouse adds that the larger society's response to bias complaints is the	0	
it is adapted to a different field, and, on the other, all	really good	work -- and the work in this magazine is certainly good -- of this	1	
'' Domestic Arts,' Patrick said.' But it was still a	really good	project. Mr. Maxwell said so, because it counted in two categories,	1	
folks sent her but she claimed not. Said she wanted to see you	real bad	. Verna thought you wouldn't wanta bother. Told her you wasn't here	0	
the four, and he was so sorry and all that -- he's a	really good	guy, i see him whenever i'm in chicago, we were these	1	
, of Big Thunder. In this later day we felt happy to find a	really good	hotel. From this place, by two days of very leisurely and devious	1	
You couldn't have heard what we heard without concluding we're in a	real bad	fix. '' In New York an advisory committee to the Treasury, including such	1	
time. '' '' Well, I wouldn't borrow trouble, but have a	real good	time. I'm sure I should think I was in clover if I	1	
syph. '' '' You got burnin? '' '' Yeah. '' ''	Really bad	, I mean. '' '' I can hardly walk, '' Cherry said.	0	
me, yes ma'am, I did. And I fed him good too,	real good	, but I'm sorry, I'm terribly sorry, lady. ''	0	
about her mouth. '' It hurt, Hardcore. Man, it hurt	real bad	. '' '' We gone help you, girlfriend. '' He crawls closer to	0	
contract and expand. It was not that he minded flying, except in	really bad	weather -- he did it all the time -- but he knew, as certainly	1	
When they got home and told Mamma what Naples was like, she had a	really good	heart attack. For a week it was thought that Manama wouldn't live	1	
but is susceptible to disasters in the more technical pursuits.  #  '' She looks	really good	until she gets into trouble, '' Pinette said. '' She just does	0	
has proved too much for the English generals. Everyone hopes that ifp153things get	really bad	-- if, for instance, the British should take Charleston -- Washington will come	0	
Tell him Mama's got some food for his stomach, and he's doing	real good	getting it in his mouth, but now he's got to swallow it	0	
than Circle, '' said Turner. '' Anyone with money enough to start a	real good	gambling house and saloon down there will have a gold mine. '' ''	1	
escaping real life, putting our poverty out of my mind. Eventually I got	really good	-- I went 327-10 as an amateur. But I was never taken very	0	
Alhinwa as they were of her. Yesterday, the two miners had found some	really good	turquoise and refused to tell her where, tantalizing her with brief glimpses ofp120the	1	
! Louis gulps. Charlene enters the house. She is obviously in a	real bad	mood. She throws her purse, sweater and briefcase on the sofa and heads	1	
lose politically or represented constituencies who care little for the character of Congress. The	really good	men, who felt themselves forced to join them, made, we conceive	1	
a ghost. I made him all his costumes. One Halloween we got a	real good	onewhen our sister Wandi got her period and we used her sheet -- boy	1	
'' What's wrong? ''  #  '' We may have just screwed up	really bad	. ''  #  '' Why? ''  #  '' Pauline and Roberta are part of	0	
when we started working with them this summer, we realized this team could be	really good	. '' // Though sophomore point guard Darius Washington Jr. (SI,	0	
sympathetic Alice. '' I feel so sorry for poor Laura! She is a	real good	girl, -- don't you think she is? '' '' A very	1	
's like cracking one of those World War Two codes that they have in	really bad	spy novels. '' He walked out past the aerobics class, where a lot	1	
slip by, and here you deliberately go and deprive yourself of a lot of	real good	home pleasure by not enjoying people unless they wear frock coats and trot out -- --	1	
the source continued. They were part of '' that network of really,	really bad	guys who identified with each other, their ability to be valiant...	1	
lawyer Ed (Thomas Cavanagh) loses his job and his wife in one	really bad	day, and decides to go home to Stuckeyville for a visit. But so	1	
, '' you certainly owe it to these youngsters of yours to put a few	really good	books into their hands. City kids have the libraries to go to,	1	
their power to bestow upon its study the time which is required to make a	really good	musician. They are admirable proficients in the other art, which they acquire	1	
suggested with a slight edge in its voice, '' I can give you some	really good	prices. Just sign here, and here, and put down a slight	1	
, and I wont get skinned knees, because I'll learn to ride it	real good	. I can already ride Jimmy's when he lets me, but he	0	
parents always strangely do in public, '' or do you have to go	real bad	? '' | Crucially bad, I assure her. My mother does not point	0	
are things like that for you, Hank. '' '' I remember my mama	real good	. And the day of my seventh birth-day. '' | Molly smiled at him	0	
do it. That's something else he's got against them. He's	really good	at tap, too. And he wanted to play the banjo in a	0	
cent? how did you get rid of those machine shadows that had always prevented	really good	illumination? '' '' Well, '' says the engineer, '' that was	1	
you can help. Let's just wet your hands and soap '' em up	real good	'' - he holds my hands under the faucet and rubs soap on the palms	0	
up, as you did me, and curl their hair, and make a	real good	time for them, every day! '' '' You would! Well,	1	
a good time today, that's all. ''  #  '' I had a	real good	time, '' I said.  #  '' Well, good, '' he	1	
baths together with their gyms and swimming pools? to take care of the	really bad	cases of hangnails or hangover. On the more sedate side, there's probably	1	
, that's a stage touch. Pity! But a jolly good act.	Really good	! '' '' Those poor gay raddled singing girls, getting more and more	1	
knowledge will be of great assistance in securing the best specimens. Never expect a	really good	fruit if it is unevenly ripened with hard spots in the otherwise soft surface	1	
at some houses on the west side. It's a bad area.	Real bad	. Lot of ex-convicts over there. Makes sense when you think about it.	0	
which the duties of a mere society girl do not allow to develop to a	real good	. A plan slowly formed itself in her mind, in which she became	NA	
hand on little pieces of paper, which they left behind whenever they completed a	really good	job. They began making plans for initiating Amanda, but their father was	1	
#  I was hoping they'd take me, I wanted off the train	real bad	, I didn't care where we were. I even asked one of the	0	
. '' '' Yeah, Orlean, '' Darrell nodded. '' That's a	real good	idea. '' For the first time now, Margaret spoke, her voice	1	
the white spectators jamming the small federal courtroom in Jackson, Miss, had a	real good	time laughing and winking. Sometimes they shouted: '' Tell' em,	1	
'' If I'm going to sell them Chardonnay, it's got to be	really good	. ''  #  * Where to get the wine: Many wholesalers distribute great	0	
to read back at the grotto, though; that Jackie Collins novel -- while	really good	- was getting kind of moldy.  #  Really, though, the ooga	0	
he had often talked over to the fence-rails and the trees. '' It was	real good	in Mr. Pearson to take me, wasn't it? Else I'd	0	
''  | Gail remembers similar episodes: We had minor hassles, and one	really bad	fight that first year of marriagi was about something I was determined I was going	1	
foibles (which Dickens and Thackeray had touched on in their books) nothing	really bad	was to be found there. What hadn't been invented or accomplished by the	0	
